PersonIdCode,PersonNumber,FirstName,LastName,GenderAsString,DateOfBirth,Age,AgeCategory,AgeCategoryText,NativeLanguage,CantonAbbreviation,CantonName,CouncilAbbreviation,DateElection,DateJoining,ParlGroupAbbreviation,ParlGroupName,ParlGroupFunctionText,PartyAbbreviation,PartyName,FirstSession,FirstSessionDate,Seniority,TotalWords,NbrSessions,TotalInterventions,InterventionPerSession,ParlPosX,ParlPosY
2536,514,Jürg,Stahl,m,16.01.1968,48,3,40-49,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4602,2000-03-06,6142,75836,83,662,7.975903614457831,390,304.3
2541,519,Hansjörg,Walter,m,05.02.1951,65,5,60-69,D,TG,Thurgovie,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4602,2000-03-06,6142,189759,83,1288,15.518072289156626,250.6,67.2
2546,525,Roberto,Zanetti,m,14.12.1954,61,5,60-69,D,SO,Soleure,CE,2015-11-15T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4605,2000-11-27,5876,120499,80,319,3.9875,645.2,175.3
2561,540,Filippo,Lombardi,m,29.05.1956,60,5,60-69,I,TI,Tessin,CE,2015-11-15T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Président(e),PDC,Parti démocrate-chrétien suisse,4602,2000-03-06,6142,365077,83,1891,22.783132530120483,610.9,480.3
2565,801,Fabio,Abate,m,04.01.1966,50,4,50-59,I,TI,Tessin,CE,2015-11-15T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4606,2001-03-05,5778,89077,79,260,3.2911392405063293,672.5,414.3
2569,806,Maya,Graf,f,28.02.1962,54,4,50-59,D,BL,Bâle-Campagne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,G,Groupe des Verts,Membre,PES,Parti écologiste suisse,4611,2001-11-26,5512,197809,74,1133,15.310810810810812,236.5,394
2573,823,Pascale,Bruderer Wyss,f,28.07.1977,39,2,30-39,D,AG,Argovie,CE,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4614,2002-06-03,5323,221382,71,1322,18.61971830985916,628.4,168.1
2575,825,Hannes,Germann,m,01.07.1956,60,5,60-69,D,SH,Schaffhouse,CE,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4616,2002-11-25,5148,393259,69,1850,26.81159420289855,702.7,371.2
2580,1071,Ruth,Humbel,f,23.07.1957,59,4,50-59,D,AG,Argovie,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4620,2003-09-15,4854,181589,65,495,7.615384615384616,22.9,344.1
2583,1131,Evi,Allemann,f,16.07.1978,38,2,30-39,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4701,2003-12-01,4777,75168,64,214,3.34375,268.8,546.9
2584,1135,Adrian,Amstutz,m,02.12.1953,62,5,60-69,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Président(e),UDC,Union Démocratique du Centre,4703,2004-05-03,4623,49308,62,361,5.82258064516129,196.7,47.2
2585,1138,Martin,Bäumle,m,03.06.1964,52,4,50-59,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,GL,Groupe vert'libéral,Membre,pvl,Parti vert'libéral,4702,2004-03-01,4686,125663,63,323,5.126984126984127,161.6,416
2588,1104,Jakob,Büchler,m,29.05.1952,64,5,60-69,D,SG,St-Gall,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4705,2004-09-20,4483,56828,60,247,4.116666666666666,55.6,324.6
2589,1116,Didier,Burkhalter,m,17.04.1960,56,4,50-59,F,NE,Neuchâtel,CF,2009-09-16T00:00:00,2009-09-16T00:00:00,,,,PLR,PLR.Les Libéraux-Radicaux,4702,2004-03-01,4686,673576,63,1158,18.38095238095238,467.4,288
2593,1124,Dominique,de Buman,m,28.04.1956,60,5,60-69,F,FR,Fribourg,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4701,2003-12-01,4777,213037,64,466,7.28125,390.1,260
2594,1122,Kurt,Fluri,m,19.08.1955,61,5,60-69,D,SO,Soleure,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4702,2004-03-01,4686,231971,63,710,11.26984126984127,48.8,182.8
2597,1125,Chantal,Galladé,f,17.12.1972,43,3,40-49,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4703,2004-05-03,4623,48164,62,145,2.338709677419355,289.5,547.7
2600,1106,Brigitte,Häberli-Koller,f,23.08.1958,58,4,50-59,D,TG,Thurgovie,CE,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4702,2004-03-01,4686,78268,63,286,4.53968253968254,609.9,445.5
2601,1156,Bea,Heim,f,07.04.1946,70,6,70+,D,SO,Soleure,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4702,2004-03-01,4686,152344,63,422,6.6984126984126995,153.3,500.7
2608,1147,Margret,Kiener Nellen,f,17.04.1953,63,5,60-69,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4702,2004-03-01,4686,151231,63,494,7.841269841269841,139.7,490.3
2613,1150,Christian,Levrat,m,07.07.1970,46,3,40-49,F,FR,Fribourg,CE,2015-11-08T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4701,2003-12-01,4777,213347,64,376,5.875,664.7,146.6
2614,1139,Christa,Markwalder,f,27.07.1975,41,3,40-49,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4703,2004-05-03,4623,249463,62,1375,22.177419354838705,113.1,147.3
2616,1141,Philipp,Müller,m,05.09.1952,64,5,60-69,D,AG,Argovie,CE,2015-11-22T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4703,2004-05-03,4623,129983,62,389,6.274193548387097,694.3,386.7
2617,1137,Walter,Müller,m,25.04.1948,68,5,60-69,D,SG,St-Gall,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4701,2003-12-01,4777,97147,64,334,5.21875,26,249.5
2618,1111,Felix,Müri,m,22.01.1958,58,4,50-59,D,LU,Lucerne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4707,2005-02-28,4322,17009,58,111,1.913793103448276,287.8,96.4
2619,1153,Ruedi,Noser,m,14.04.1961,55,4,50-59,D,ZH,Zurich,CE,2015-11-22T00:00:00,2015-12-08T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4702,2004-03-01,4686,118297,63,283,4.492063492063492,684.2,401.6
2621,1108,Guy,Parmelin,m,09.11.1959,57,4,50-59,F,VD,Vaud,CF,2015-12-09T00:00:00,2015-12-09T00:00:00,,,,UDC,Union Démocratique du Centre,4702,2004-03-01,4686,104258,63,315,5.0,467.4,326.1
2623,1109,Gerhard,Pfister,m,01.10.1962,54,4,50-59,D,ZG,Zoug,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4703,2004-05-03,4623,72372,62,173,2.790322580645161,30.5,378.4
2627,1119,Jean-François,Rime,m,28.06.1950,66,5,60-69,F,FR,Fribourg,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4702,2004-03-01,4686,104640,63,502,7.9682539682539675,146.2,72.7
2629,1148,Géraldine,Savary,f,14.11.1968,48,3,40-49,F,VD,Vaud,CE,2015-11-08T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4704,2004-06-01,4594,222871,61,434,7.114754098360656,578.3,293.6
2630,1129,Silvia,Schenker,f,17.01.1954,62,5,60-69,D,BS,Bâle-Ville,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4702,2004-03-01,4686,116530,63,351,5.571428571428571,197.1,562.8
2631,1159,Pirmin,Schwander,m,28.12.1961,54,4,50-59,D,SZ,Schwyz,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4702,2004-03-01,4686,154285,63,634,10.063492063492065,142.5,222.8
2632,1120,Carlo,Sommaruga,m,08.07.1959,57,4,50-59,F,GE,Genève,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4702,2004-03-01,4686,282838,63,594,9.428571428571429,234.1,539.7
2638,1142,Walter,Wobmann,m,21.11.1957,58,4,50-59,D,SO,Soleure,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4703,2004-05-03,4623,29588,62,145,2.338709677419355,293.4,130.1
2641,1162,Alex,Kuprecht,m,22.12.1957,58,4,50-59,D,SZ,Schwyz,CE,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4701,2003-12-01,4777,209473,64,516,8.0625,683.5,288.5
2642,1161,Alain,Berset,m,09.04.1972,44,3,40-49,F,FR,Fribourg,CF,2011-12-14T00:00:00,2011-12-14T00:00:00,,,,PSS,Parti socialiste suisse,4702,2004-03-01,4686,800001,63,2783,44.17460317460318,489,326.1
2646,1288,Viola,Amherd,f,07.06.1962,54,4,50-59,D,VS,Valais,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Vice-président(e),PDC,Parti démocrate-chrétien suisse,4709,2005-09-19,4119,67955,56,210,3.75,49.6,427
2647,1267,Hans,Stöckli,m,12.04.1952,64,5,60-69,D,BE,Berne,CE,2015-11-15T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4707,2005-02-28,4322,112258,58,325,5.603448275862068,673.8,196.4
2648,1279,Roger,Nordmann,m,23.03.1973,43,3,40-49,F,VD,Vaud,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Président(e),PSS,Parti socialiste suisse,4706,2004-11-29,4413,157559,59,391,6.627118644067798,131.7,526.6
2652,1295,Edith,Graf-Litscher,f,25.03.1964,52,4,50-59,D,TG,Thurgovie,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4711,2006-03-06,3951,56609,54,212,3.9259259259259265,325.8,348.4
2654,1318,Louis,Schelbert,m,31.10.1952,64,5,60-69,D,LU,Lucerne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,G,Groupe des Verts,Membre,PES,Parti écologiste suisse,4712,2006-05-08,3888,204510,53,579,10.924528301886792,262.8,369.7
2657,1337,Ida,Glanzmann-Hunkeler,f,29.09.1958,58,4,50-59,D,LU,Lucerne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4715,2006-12-04,3678,38702,50,118,2.36,41.7,411.5
2660,1346,Isabelle,Moret,f,30.12.1970,45,3,40-49,F,VD,Vaud,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4716,2007-03-05,3587,115009,49,266,5.428571428571429,58.1,167.4
2661,1345,Thomas,Müller,m,01.12.1952,63,5,60-69,D,SG,St-Gall,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4716,2007-03-05,3587,32597,49,136,2.7755102040816326,161.3,194.4
2664,3828,Ignazio,Cassis,m,13.04.1961,55,4,50-59,I,TI,Tessin,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Président(e),PLR,PLR.Les Libéraux-Radicaux,4717,2007-06-04,3496,102798,48,284,5.916666666666668,41.7,198.8
2666,3830,Marina,Carobbio Guscetti,f,12.06.1966,50,4,50-59,I,TI,Tessin,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4717,2007-06-04,3496,112343,48,280,5.833333333333332,389.7,225.2
2667,3831,Ivo,Bischofberger,m,24.02.1958,58,4,50-59,D,AI,Appenzell Rh.-Int.,CE,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4718,2007-09-17,3391,131696,47,806,17.148936170212767,550.5,306.2
2669,3865,Jean-François,Steiert,m,07.02.1961,55,4,50-59,D,FR,Fribourg,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4718,2007-09-17,3391,131319,47,272,5.787234042553193,238.5,506.2
2670,3867,Andreas,Aebi,m,26.11.1958,57,4,50-59,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4802,2008-03-03,3223,26146,45,115,2.555555555555556,295.2,197.9
2674,3871,Pirmin,Bischof,m,24.02.1959,57,4,50-59,D,SO,Soleure,CE,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4801,2007-12-03,3314,134416,46,344,7.478260869565218,663.9,463.2
2675,3872,Jacques,Bourgeois,m,14.03.1958,58,4,50-59,F,FR,Fribourg,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4802,2008-03-03,3223,57044,45,163,3.6222222222222222,22,284.3
2678,3875,Corina,Eichenberger-Walther,f,14.10.1954,62,5,60-69,D,AG,Argovie,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4802,2008-03-03,3223,41719,45,98,2.1777777777777776,77,138
2679,3876,Yvette,Estermann,f,26.02.1967,49,3,40-49,Sk,LU,Lucerne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4802,2008-03-03,3223,19550,45,63,1.4,325.3,277
2680,3877,Doris,Fiala,f,29.01.1957,59,4,50-59,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4802,2008-03-03,3223,39300,45,123,2.7333333333333334,55,286.2
2681,3878,Sylvia,Flückiger-Bäni,f,01.06.1952,64,5,60-69,D,AG,Argovie,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4801,2007-12-03,3314,54550,46,158,3.4347826086956523,293.9,164.4
2682,3879,Olivier,Français,m,01.10.1955,61,5,60-69,F,VD,Vaud,CE,2015-11-08T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4804,2008-05-26,3139,69964,43,167,3.8837209302325584,695,223.3
2683,3880,Andrea Martina,Geissbühler,f,03.08.1976,40,3,40-49,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4801,2007-12-03,3314,23566,46,86,1.8695652173913044,233.1,70.6
2685,3882,Bastien,Girod,m,21.12.1980,35,2,30-39,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,G,Groupe des Verts,Membre,PES,Parti écologiste suisse,4801,2007-12-03,3314,69497,46,232,5.043478260869565,191.9,323.5
2686,3883,Alice,Glauser-Zufferey,f,18.10.1954,62,5,60-69,F,VD,Vaud,CN,2015-10-18T00:00:00,2016-02-29T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4804,2008-05-26,3139,17208,43,43,1.0,163.2,145
2688,3885,Jean-Pierre,Grin,m,16.03.1947,69,5,60-69,F,VD,Vaud,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4801,2007-12-03,3314,84919,46,306,6.652173913043479,215.8,149.8
2689,3886,Hans,Grunder,m,13.06.1956,60,5,60-69,D,BE,Berne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,BD,Groupe BD,Membre,PBD,Parti bourgeois-démocratique suisse,4804,2008-05-26,3139,41026,43,155,3.6046511627906983,123.2,286.8
2690,3887,Alfred,Heer,m,12.10.1961,55,4,50-59,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4802,2008-03-03,3223,22047,45,86,1.9111111111111112,187.6,167.8
2691,3888,Hugues,Hiltpold,m,05.05.1969,47,3,40-49,F,GE,Genève,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4801,2007-12-03,3314,81130,46,196,4.260869565217392,22.8,266.8
2693,3890,Thomas,Hurter,m,01.11.1963,53,4,50-59,D,SH,Schaffhouse,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4801,2007-12-03,3314,55481,46,182,3.9565217391304346,182.6,91.1
2694,3891,Daniel,Jositsch,m,25.03.1965,51,4,50-59,D,ZH,Zurich,CE,2015-10-18T00:00:00,2015-12-08T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4801,2007-12-03,3314,81817,46,251,5.456521739130435,629.2,132.2
2698,3895,Christian,Lüscher,m,06.12.1963,52,4,50-59,F,GE,Genève,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,RL,Groupe libéral-radical,Membre,PLR,PLR.Les Libéraux-Radicaux,4801,2007-12-03,3314,110340,46,228,4.956521739130435,88.7,123.9
2700,3897,Tiana Angelina,Moser,f,06.04.1979,37,2,30-39,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,GL,Groupe vert'libéral,Président(e),pvl,Parti vert'libéral,4801,2007-12-03,3314,47961,46,117,2.5434782608695654,143.7,388.1
2701,3898,Yves,Nidegger,m,17.05.1957,59,4,50-59,F,GE,Genève,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4802,2008-03-03,3223,109916,45,250,5.5555555555555545,237.6,104.3
2702,3899,Eric,Nussbaumer,m,11.07.1960,56,4,50-59,D,BL,Bâle-Campagne,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,S,Groupe socialiste,Membre,PSS,Parti socialiste suisse,4801,2007-12-03,3314,36383,46,127,2.760869565217391,278.4,479.1
2704,3901,Lukas,Reimann,m,18.09.1982,34,2,30-39,D,SG,St-Gall,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4801,2007-12-03,3314,38340,46,121,2.630434782608696,262,240.6
2705,3902,Natalie,Rickli,f,19.11.1976,39,2,30-39,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,V,Groupe de l'Union démocratique du Centre,Membre,UDC,Union Démocratique du Centre,4802,2008-03-03,3223,38846,45,155,3.4444444444444446,267.9,64.2
2707,3904,Barbara,Schmid-Federer,f,10.11.1965,51,4,50-59,D,ZH,Zurich,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4802,2008-03-03,3223,44893,45,123,2.7333333333333334,35.7,395.5
2708,3905,Roberto,Schmidt,m,16.07.1962,54,4,50-59,D,VS,Valais,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,C,Groupe PDC,Membre,PDC,Parti démocrate-chrétien suisse,4802,2008-03-03,3223,28712,45,102,2.2666666666666666,119,414.2
2710,3907,Adèle,Thorens Goumaz,f,15.12.1971,44,3,40-49,F,VD,Vaud,CN,2015-10-18T00:00:00,2015-11-30T00:00:00,G,Groupe des Verts,Membre,PES,Parti écologiste suisse,4801,2007-12-03,3314,74241,46,167,3.6304347826086962,250.1,402
